,id,tweet,subtask_a,subtask_b,subtask_c
7273,40348,@USER Most definitely. I’m not advocating playing either game. Just thinking aloud they might play earlier.,NOT,,
4691,27873,"@USER We the people of #TrumpNation stand FIRMLY behind @USER Most complaining farmers -- whom Corey Booker suddenly discovered"" and thinks he can divide off the #MAGA nation -- UNDERSTAND that they must sacrifice a little for OTHER Americans who've been raped by #China.""",NOT,,
9218,82989,"@USER @USER Climate change is a myth. Gun control is unconstitutional. Gestapo?"" What a stupid thing to say. They are upholding laws that have been on the books since 1996. Dumbasses""",OFF,TIN,GRP
2255,20590,"#Gun Deaths Global Study Shows US Ranks 2nd Worldwide 🇺🇸  Our partner @USER is asking, “Should More Gun Control Laws Be Enacted?  Read our partner's full article and express your opinion in the #1WorldOnline's poll: #polloftheday URL URL",NOT,,
8070,64048,@USER yes and she is the biggest joke in BB history.,NOT,,
10776,84020,@USER @USER @USER @USER @USER No we don’t! There has been videos of Trump supporters blocking kkk and sending them away! We don’t accept racism. He said “There are fine people on both sides”. That includes antifa but go ahead and pick and choose your information.,OFF,TIN,IND
609,23818,"@USER Good liberals will allow a rapist"" to continue serving on a federal district court while his victim continues to suffer?    But...you said....you said....""",OFF,TIN,IND
2139,15795,@USER Not to mention they’re the ones who allegedly defend freedom and liberty but use the NSL/McCarthyism to silence dissent and almost sent paratroopers to quash the candlelight revolution. Conservatives = hate democracy.,NOT,,
6919,94985,@USER @USER when it comes to gun control in order to make all of America happy remove all gun list from conservatives. Then take all the guns from card toting Democrats. that way everybody is happy. Everybody is safe,NOT,,
7361,27456,@USER The transparency of their acts furthers the myth that all women are victims. Some truly are but these crazed liberals wouldn’t know one if they saw one. In the end their hubris will hurt the real women that really need help.,OFF,TIN,GRP
5568,60912,@USER @USER He is desperately trying to deflect. This is what Jordan &amp; Nunes have been wanting. Trump doesn’t care who he endangers. Fck tRump,OFF,TIN,IND
8041,57373,@USER @USER @USER @USER He did win.he is my president,NOT,,
12106,60735,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Exactly!,NOT,,
3434,53662,@USER Why is Antifa upset w/ “prof.” Blasé-Ford? Antifa is the group that harrasses &amp; threatens people at their homes.,OFF,TIN,GRP
11209,76477,#StopKavanaugh #Sendhim home #@USER   Kavanaugh Allegation: Conservatives Go Soft on Teen Crime URL #SmartNews,NOT,,
12014,36961,"@USER @USER @USER Nice. That is so true. No life trump haters. Funny thing is trump done everything good for Americans and America yet these anti Americans put trump down! Amazing that people act like Trumps the bad guy! EVIL is the liberal  democrats &amp; the band of haters.. Antifa"" ""blue wave""""",OFF,TIN,OTH
7481,94076,@USER Yea I think so! She is for the time being thanks for asking :),NOT,,
1122,76470,@USER He is why I stopped watching football,NOT,,
1310,81948,@USER @USER @USER These people in the MSM are DISGUSTING 🇺🇸🇺🇸#MAGA,NOT,,
5390,72338,@USER @USER You are so right!,NOT,,
10642,20516,...wasn't great but he is still the best I've seen...my money is on thed AB's winning both the Rugby Championships and the WC with Beauden Barrett to play a starring role. URL,NOT,,
3433,43900,@USER @USER Who's Oboma???,NOT,,
7941,22746,@USER @USER Come up with realistic gun control instead of things like this. It will never pass in America.,NOT,,
10169,77032,@USER @USER Great information!!! My husband has a SMI. We are very thankful he is doing ok. Many are not and it is heartbreaking. I was diagnosed almost 25 yrs. ago and we don't seem to have made much progress in all that time. I learned a lot from you. Thank you!!,NOT,,
8323,42155,@USER @USER she became a alcoholic cealrly became a fatty has had like a year to loose the weight she is the only starlet in Hollywood that doesnt look good with a lilextra weight gonna go for a walk now and one of tays GPS stalking sheldmaidens might have orders to mac miller #TommyValhalla,OFF,TIN,IND
1419,91440,@USER @USER @USER @USER @USER So tell me all about why you are simply rudeand racist. Was it your mother…?,OFF,TIN,IND
1898,74733,@USER @USER The same way democrats have smeared conservatives/republicans?   What about how democrats don’t stand up for the women that have been sexually assaulted by democratic politicians!! You’re a hypocrite &amp; you need to SHUT the HELL UP!,OFF,TIN,GRP
4859,75950,@USER @USER @USER @USER Or in other words. ignore a democratic vote as it didn't go the way I wanted.,NOT,,
2219,18151,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that's what you are implying that no-one took correct records-having been to hospital it is usual for the doctors or nurses to record as they go-so it is your claim that so many are incompetent if no single record was produced correctly-,OFF,TIN,GRP
914,56844,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER  Sorry my love I know you will be disappointed maybe I'll stand in my next life time ❤,NOT,,
3839,87694,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I make a deliberate choice not to discuss my lived experience of social security and any work and solidarity   with people affected.,NOT,,
5294,59696,@USER @USER Bet Ford is a part of antifa and the Berkeley gang,OFF,TIN,GRP
8101,54347,"@USER @USER @USER I also grew up in California.  Doesn't matter where you are from.  And just because you've heard worse"" doesn't mean jack.  The president of the united states should not brag about that.  Nor about watching beauty pageant contestants change.""",NOT,,
10109,82688,@USER @USER @USER Another domestic violence crime. Welcome to California.  One of the most violent states with surprisingly high amounts of gun CONTROL laws... too bad tbose people do not have the legal ability to defend themselves.,NOT,,
154,69077,@USER @USER In case of antifa take a little bat or something. Good for you- more of should do that kind of thing.,NOT,,
1473,46881,@USER Why are you bothering me,OFF,UNT,
6175,14327,"Why the world shouldn’t expect America to go back to ‘normal’ after Trump""  URL #TCOT #MAGA #RedNationRising""",NOT,,
12283,51890,@USER WOW THIS COLOUR SCHEME I AM LIVING FOR IT ALSO YOU?? ARE SO PRETTY??,NOT,,
1756,10653,@USER Figures. He is a douche and would do this.,OFF,TIN,IND
9066,65722,Confirm Kavanaugh Now!  #MAGA URL,NOT,,
12729,19190,@USER #Antifa loud mouth. #Democrat.,NOT,,
9180,63577,@USER @USER Vinnie’s gonna hunt me down at an antifa march.  Shouldn’t be hard to recognise me  😂,NOT,,
10506,54757,@USER Who do you think you are????????,NOT,,
8551,30390,@USER It isn't so much that liberals are ignorant. It's just that they know so many things that aren't so.”  ― Ronald Reagan URL,OFF,TIN,GRP
1484,65372,@USER He’d shat his pants if he faced any Antifa,OFF,TIN,OTH
12296,57651,@USER @USER The active duty personnel I know think he is a dangerous fool. Maybe 100% of racist military klansmen support Mr. Traitor-pants.,OFF,TIN,IND
12898,98321,@USER But mostly just Antifa getting killed.,NOT,,
2708,44731,@USER @USER Oh I do dream big. I always do. #MAGA And name calling is pretty lame. 🙄 #tcot #p2 URL,NOT,,
3862,39486,@USER #QAnon devotees only:  The shooting at Sandy Hook elementary school in 2012 was a hoax or false flag to curry favor for gun control,NOT,,
5197,65605,@USER So these Parkland students are a joke they were hijacked from Sanity by these gun control freakazoids at the get-go and their parents let them,NOT,,
11516,90734,@USER @USER @USER @USER @USER @USER @USER @USER @USER I'd rather not make JRM PM... 😁,NOT,,
676,29979,@USER @USER Liberals own education in this country.  The faults of education lies on the federal socialization of our schools and the unions power over school boards.  Look where the worst schools are...,NOT,,
735,73581,@USER Why isn’t the media reporting the “Soros” connection. I saw only you tweet yesterday in regard to the lawyer of the alleged victim? Conservatives need to follow the money!,NOT,,
11276,13575,@USER @USER @USER @USER That makes no sense. Try again. #MAGA🍄 URL,NOT,,
9725,76823,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yeah most Antifa are Americans and still they advocate for an ideology that will destroy our great country. That makes them traitors and should be treated as such.,NOT,,
12132,73869,ANTIFA..ANONYMOUS ARE COMING FOR YOU..  URL,OFF,TIN,IND
10828,99261,@USER @USER Everything in order other than the claim that the Conservatives are the party of business.,NOT,,
211,45337,@USER But Liberals do.,NOT,,
3359,49114,@USER I’m not even a bron fan but he is overall the best player in the league.,NOT,,
8586,64502,"@USER both the liberals and conservatives have failed the people, Proportional representation would fix this. Harper's failures are still fresh in my mind, now Trudeau's broken promises, I have to vote for anything but"", again.""",NOT,,
229,54437,@USER And here we have another demonstration that gun free zones don’t work. Brought to you by a liberal who more than likely supports stricter gun control.,NOT,,
3392,70822,@USER She is an monster!,OFF,TIN,IND
13013,40539,"The Washington Post’s Slander on Hurricanes and Climate Change""  URL #TCOT #MAGA #RedNationRising""",NOT,,
1857,57632,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yes kill em with kindness.  Let POTUS and the military/LEOs handle the violence. URL #NowWatching,OFF,TIN,GRP
4740,95605,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You're a glutton for punishment. You'll never see eye to eye with any blue wave drinker on this topic. Till you agree to ban all guns. Especially the scary ones.,NOT,,
4994,75762,@USER He is not allowed to do this he needs to be prosecuted,NOT,,
1589,70721,"@USER You act like that won't be fun for both of us.""  She contemplates getting down, he's been gone for a few minutes and she's just standing on a chair like a weirdo.   Just as she is about to get down she sees him walk through the door.   ""Technically I only thought about it.""""",NOT,,
7977,33919,@USER @USER He is a pedophile and a criminal! He deserves to be fired!!!!,OFF,TIN,IND
2704,70775,@USER @USER Just block the idiot. He's not even worth this post.,OFF,TIN,IND
1897,79560,@USER It is a suicide mission if they don't put him on the bench!  Standup for #justice and I don't mean the warped sense of justice preached by the liberals.  Get 'er done! URL,NOT,,
834,56484,@USER He's qualified. 😂😂😂😂,NOT,,
5343,65598,@USER @USER @USER @USER @USER It still won't protect you at intersections - in fact it makes it worse - you are hidden until it is too late. It  makes it much more difficult to make left turns or leave the lane for any reason...,NOT,,
7748,19000,@USER Haha true. She is sad but doesn’t need the validation so just let her and her followers keep spreading the hate they have for truth.,NOT,,
13097,69708,@USER @USER Hope she comes back home safe may god protect  her whr  ever she is,NOT,,
1908,32082,@USER @USER She is an opportunist. She wanted a cabinet post but Liberals rightly decided she wasn’t good enough for the task. She crossed because Conservatives promised her one. She is a person with no core beliefs. She is not credible and not to be trusted.,OFF,TIN,IND
10041,68303,@USER @USER @USER @USER @USER if you are in a state with medical pot go get him some brownies or a tincture it will help.,NOT,,
6761,58203,@USER @USER You are so correct the Democratic party for slavery and pro-nazi gun control,OFF,TIN,OTH
12974,66334,@USER Liberals are like adding salt to beer - they spoil everything...,NOT,,
1914,51390,@USER @USER Are conservatives starting to sound like my relatives on Facebook or is it the other way around??,NOT,,
5344,92854,@USER @USER Yes she is!!!,NOT,,
324,11640,@USER @USER @USER @USER I wasn't proposing scare tactics. I really meant what I said. Trump can easily pull the good maga Republicans and can easily steal enough votes from GOP Dem and independents and will bring fresh breath to our rotten politics. Think about it.,OFF,TIN,IND
2251,99342,The MAGA 2’s? URL,NOT,,
3946,46216,@USER @USER @USER @USER @USER He had 1 offer since june! The shitty browns that's it!! Stop thinking he is still good you are living in the past,OFF,TIN,OTH
1774,91012,@USER Get Violent?  Get?  As if the #Occupy #BlackLivesMatter #BaltimoreRiots #Ferguson #Antifa weren't all Democrat VIOLENCE,OFF,TIN,GRP
3997,91603,@USER we’re defo living in the last days,OFF,UNT,
11210,57718,"@USER @USER @USER @USER The Republicans have no sign of having a plan for any of that. And Fuck Trump"", considering his failure, is a legitimate platform. It's better than the Republican sure-tragedy alternative.""",OFF,TIN,IND
10407,77146,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It was surprising how fast Reagan passed gun control in Cali when the Black Panthers armed themselves.,NOT,,
1299,47156,@USER It's SOP for conservatives defend every Republican fully no matter the seriousness of the charge or evidence.  Demand every Democrat resign no matter what.,NOT,,
5331,65632,@USER Didn’t know he was still alive.,NOT,,
6822,57695,@USER Liberals are trying to destroy all conservative men.  Time to criminally charge and jail these liars that try to destroy a man.,OFF,TIN,GRP
8432,69914,@USER I've said that many times. Liberals and Conservatives are two sides of the same coin and that coin is in the back pocket of the wealthy Canadians.,OFF,TIN,GRP
7245,24590,@USER @USER @USER @USER @USER Hahah a left telling a right he is making everything political.. too f’n funny!,NOT,,
10111,76953,@USER Well she is a “Christian.” 🙄,NOT,,
11468,77354,@USER Character assassinations are a survival technique for liberals,NOT,,
10696,71221,@USER @USER @USER Like London with land banked luxury apartments but little or no social housing built.,NOT,,
1041,73146,@USER He is so underrated and I love how pure he is as a person,NOT,,
3049,93004,@USER Europeans are morons for electing people like this,OFF,TIN,GRP
11318,15230,@USER @USER @USER @USER Antifa is as anti-fascist as North Korea is a democratic republic.,NOT,,
5296,39851,@USER @USER @USER Candiace. She is trash.,OFF,TIN,IND
8729,39223,@USER Liberals support this I thought.,NOT,,
5894,89665,@USER and sometimes these edgy bitch boys are not secretly soft (good trope!!) they are just straight up.... abusive..... this is a very thin line to walk and dramione doesn't walk it well,OFF,TIN,GRP
9746,18688,@USER 👌🏻 I’ve never seen anyone talk like that on Twitter before and I’ve seen some really messed up shit,OFF,TIN,GRP
7303,56611,@USER Why would Kerry want to appear to be talking to the Iranians. There is no doubt he is trying to talk them into waiting out Trump. That's treason in my book to feel that you think you know better what the US policy should be than the US gov't. Promoting his book for personal gain!,NOT,,
3113,53338,@USER she is beautiful,NOT,,
7219,79987,"@USER He wasn't really different with who he is now."" Or probably Howard himself didn't really know his son.  ""He doesn't trust easily. You have to earn his trust before you can get to know the real him, I guess. Tony has, at all times, at least fifteen thoughts of varying --""",NOT,,
8208,31515,@USER Hahahaha. How many fake cases of hate have liberals made up sense the election? Really sad liberals will lie about anything to get what they want. But cant really expect much from people who need safe spaces and attack people who dont agree with them,NOT,,
9470,22822,@USER Ford is a liar &amp; a ultra left wing radical working with George Soros &amp; others such as Antifa &amp; the Dem party has known it all along.,OFF,TIN,IND
6749,36835,@USER @USER I'll bet if award shows trash Christians and conservatives even more their ratings will really bounce back......@USER,NOT,,
4322,89193,@USER @USER @USER @USER Connections are vital with all of the crap Twitter forces on conservatives.,OFF,TIN,OTH
12916,68382,@USER Does he rage against 2 gender skeptics?,NOT,,
10909,79346,@USER This is why I am voting for Senator Bill Nelson and all other Democrats in Florida to make our State healthy and clean. Gun control laws changed. Climate change under control for Florida. Please Vote!,NOT,,
12618,97389,@USER That's what Lindsey Graham uses for a butt hole............,OFF,TIN,IND
1193,97781,@USER @USER Glad to follow Don. Great that he is Trump supporter.,NOT,,
12553,49371,@USER That much projection is even a doozy for far left democratic socialist antifa members - amazing!,NOT,,
11718,24782,@USER how long will it take for one of the biggest arsehole's to appear this millennium @USER get humiliated and exposed for the corrupt fake lying toad that he is? URL,OFF,TIN,IND
10256,20447,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We all want gun control..but it is a slippery sloop as Dimms have proven time and time again. Give them an inch and they will take a mile..ask Prz Reagan. Made a deal with dimms..they said sign our bill on amnesty first and we will back you on comprehensive immagration reform URL,NOT,,
5168,48909,@USER @USER You just described all the liberals! That's not what I said! President Trump unlike Obama Loves this Country his actions prove it he's for the growth of America not the destruction!,NOT,,
9501,66198,@USER @USER who? Kerry?,NOT,,
5906,18318,@USER The mother never moved I think I would have at least moved a arm a leg I mean something she is a idiot. Why wasn’t she watching for car geeezzz and the other idiot in the car he/she is blind,OFF,TIN,IND
2283,26828,@USER @USER  @USER blocked me also. I don't even know who he is,NOT,,
9112,65974,@USER @USER @USER I get that she is a winner but she crosses the line in what is acceptable.,NOT,,
4568,28004,@USER @USER @USER @USER @USER @USER We can stop mass shootings with out gun control but look at the mental health issues First just saying.,NOT,,
12778,11104,@USER @USER @USER @USER DaveB the most boring man to have ever graced SIMB. Thank fuck he was run off the BORED,OFF,TIN,IND
5786,78611,@USER @USER @USER @USER @USER @USER So the first thing you do is put the black guy up and call out that we are using the race card. Shows how racist you are. Maybe put a Latino or woman up next.,OFF,TIN,IND
9652,11127,@USER @USER Omg no. You have no idea wtf you are saying. It’s like a pink sheet stock that keeps reverse splitting. Will eventually be worthless to everyone. But hey may keep dreaming. We all need dreams.,OFF,TIN,IND
1377,63967,@USER Ask your friends over at @USER,NOT,,
3828,35961,@USER LEGIT TWEETED 30 SECONDS AFTER THIS WHAT THE-,NOT,,
820,29053,@USER Doomentio,NOT,,
555,92745,@USER I love that she is using her platform for something positive and meaningful.. 🙌🏽💯👏🏽,NOT,,
6233,74116,@USER Get him some line help. He is gonna be just fine. As the game went on you could see him progressing more with his reads. He brought what has been missing. The deep ball presence. Now he just needs a little more time,NOT,,
885,26447,@USER Holder was held in contempt of congress. Why isn't in prison for Fast and Furious? How about for murder?,OFF,TIN,IND
1387,33267,@USER She is quick!!!,NOT,,
1505,34513,@USER He looks sane,NOT,,
8847,51631,@USER Bless their little entitlement selves. I will never watch another game.,NOT,,
7677,25995,@USER @USER #labour and @USER can’t commit to ruling out a second referendum as he is trying to be a people pleaser &amp; win every possible vote he could get and positioning themselves either way like @USER would not go down well with some voters #conservatives #bbcqt #brexit #eu,NOT,,
6660,49980,@USER @USER @USER Says the guy who thinks that Labor (Australian equivalent of USA liberals) are socialists. 🙄,NOT,,
901,30337,@USER Fuck u,OFF,TIN,IND
875,51768,@USER @USER can you please tell jimin even if he knows just how amazing he is and that he actually saved my life no joke we're really thankful and please be safe and healthy i pray for you every single day and minute  to be protected and safe 💜Thank you @USER,NOT,,
4056,31416,"4/ Even before that, in 2015, Britain's most senior Foreign Office official that the Conservatives' prosperity agenda"" was now more high up the list of priorities than human rights URL URL",NOT,,
4142,76311,@USER Democrats = Thugs,OFF,TIN,OTH
12075,14882,@USER @USER YOU ARE WELCOMEEEE! I also love your other song! You deserve an Island :D,NOT,,
5870,74509,@USER Build the wall ! Vote Republican! Not perfect by a long shot.   But so much better than the alternative anti-Americans!!!,OFF,TIN,GRP
3803,73062,@USER I do not support Trump. He is an abomination!,OFF,TIN,IND
9779,42081,@USER This shit is staged. Dude didn’t even hit him URL,OFF,TIN,IND
7719,95811,@USER @USER Irony alert. Didn’t the @USER under Thatcher sell of most of the council house stock and now they are trying to replace it. What a joke these people are,NOT,,
12721,24188,@USER @USER Show me a GOP/Trump supporter mass shooter.  You have a problem with me drawing and taking out a active shooter?  When I was growing up in SSF you could open carry.  Then the black panthers freaked out your elder liberals at the time and they took that away from us.,OFF,TIN,GRP
10612,43215,@USER @USER What a wonderful caring president we have. God bless him!! #MAGA,NOT,,
1844,69307,@USER Sure thing😏,NOT,,
7671,55041,@USER is shaking while answering question clearly she is no comfortable #onpoli,NOT,,
4799,54149,@USER Liberals and conservatives judge eachother on the actions of their worst characters. Liberals have in large quantities showcased a blatant hypocrisy today that will allow more people to write their ideas off because of the hypocrisy.,NOT,,
6475,12548,@USER @USER She’s so far up in the clouds she’s long since forgotten what common sense is let alone how the American people feel she’s just another Michael Bloomberg trying to push her views on everyone else and the state she represents,NOT,,
4921,75230,@USER @USER Richard Cephalic is what he is. (Its clinical),NOT,,
5570,79622,@USER @USER @USER @USER @USER @USER Dear Lord. Do you have a CLUE what the Black Panthers stood for? The @USER STILL stands for SENSIBLE Gun control Laws.  We have LAWS already in place to prevent people who should NEVER own firearms from EVER obtaining them. NOW? Talk to your LEO about ENFORCING them. GUNS arent,NOT,,
4606,21478,@USER These bitches on my brain,OFF,TIN,GRP
12915,24268,@USER @USER Xtc isn't going to help you sleep hahahah but it will help you feel better after how Rockstar is shitting on us. Or did you mean sleeping pills😂,OFF,TIN,GRP
871,14179,@USER @USER what is this shit right over here? I also showed to my polish friends and they are quite triggered,OFF,TIN,OTH
12119,46990,#DidYouKnow #Texas conservatives are working to boot #HelenKeller from textbooks? #DoYouKnow why?  Learn more about how to stop this at URL #TXBOE #TXEd #Education  #TheMoreYouKnow #TuesdayThoughts  'Keller... URL,NOT,,
8949,83941,#ShameOnYou #conservatives proud of yourselves for inflicting such horrors on the folk of #Palestinian.…... URL,OFF,TIN,GRP
3701,78127,@USER Nobody voted for it... But these right wing @USER seem desperate to deliver it!,NOT,,
4957,38875,"@USER Another Dem-run sanctuary city"" with strict gun control laws . . . the ultimate fail.""",NOT,,
5140,89258,@USER I support your fight for justice and to hold those responsible accountable. The hypocrisy is beyond any moral standard. Where’s the outrage. Yet they hide behind the vail of gun control and leftists propaganda beginning with @USER @USER Shame on them.,OFF,TIN,OTH
8397,83535,"@USER @USER @USER I know how Liberals love to say Conservatives are anti-science Luddites so here for your review, How Your Memory Rewrites the Past""   URL",NOT,,
1438,49174,@USER Another Snow Flake melting down.. URL,NOT,,
7856,86153,@USER He won't. He's too grotesquely fat and looks like he never takes a bath. He could go any time.,OFF,TIN,IND
6414,96626,@USER @USER @USER @USER @USER One of them just called me 'politically and morally bankrupt' because I said I WOULD get behind him if he opposed Brexit 😐😂,NOT,,
10815,23832,@USER its okay but you are the emo too i'm not  LOOK TO YOUR ICON AND USERNAME JUST LOOK,NOT,,
4103,67789,@USER Bullshit.,NOT,,
2709,30863,@USER As they should be,NOT,,
237,43185,@USER @USER Brigitte Gabriel has experienced a life that most would have nightmares from. She is sounding the alarm for Americans. Buy her book pay attention to what she is warning America about,NOT,,
9237,86387,@USER &amp; @USER come save America just like the superheroes you are URL,NOT,,
5736,17995,@USER @USER is there any reason why you believe you are relevant anymore? You weren't relevant when you were Secretary of State all you wanted to do is give away everything to our enemies. Go crawl back under the rock with Barry Soweto,NOT,,
12504,13108,@USER 😭😭😭😭😭😭 I want him 😭😭😭😭😭😭 thank god I am in the hospital to get revived.,NOT,,
5640,58099,"@USER Also she's thick as shit despite her posh brainy voice"" on QT when the ""refugee"" crisis was at it's peak,she said they should come in because there may be surgeons &amp; dentists amongst them.Fecking leftie lunatic.#ScruffBag""",OFF,TIN,IND
10741,53945,#projectveritas #JamesOKeefe Keep up the great work!  I’m sure there are many more Obama Deep State Employees working in the Fed gov against Trump and conservatives.... and the Constitution for that matter. URL,NOT,,
6426,32192,@USER See his profile? Thinks he is hardcore ....boi 🤔,OFF,TIN,IND
4303,83667,@USER A good person turns people in doing crimes.  To say Satan made them do it is unthinkable.  Satan wouldn't turn the child abusers in.  What is this progressive pope thinking?,NOT,,
6472,99712,@USER Yeah my exact thoughts here. Real uphill climb tho to get people to stop saying dumb shit on the internet.,OFF,TIN,GRP
3236,74793,@USER You are so smart! 🤣,NOT,,
9611,73264,@USER Do we dare say he is... better than Nyjer?,NOT,,
10081,18071,@USER BOYCOTTING the National Fools League URL,NOT,,
3298,36170,"@USER Abortion has always been available to those with the money to take care of the problem."" A matter of conscience only seems to matter when convenient for #GotOurPiece Party: A conscience clearly absent when it comes to gun control.""",NOT,,
6538,44170,@USER @USER @USER Bad people don’t obey the law. There are many more guns in circulation in North America than there are people. Gun control is liberal mind masturbation.,OFF,TIN,GRP
464,82366,@USER Hubby rushed me *shakes fist* will flick a pic thru this evening when I feed em again. By the way he is still the boss,OFF,TIN,IND
3402,97102,@USER @USER I would think that if the pope was really a man of God he would have taken care of this problem in the Catholic Church instead of trying to cover it up,NOT,,
3081,75499,@USER Thank you very much. She is a great performer Tottori prefectural residents take proud in.,NOT,,
5698,66316,@USER Because the cost of seats is too high. Still on that kneeling thing are we?,NOT,,
5498,78420,@USER Disgusting.,OFF,TIN,IND
7577,31246,@USER @USER Big Wanda fucked with the wrong one 😂😂😂,NOT,,
4240,14110,@USER Even London @USER don't like conservatives.,NOT,,
8581,32646,@USER @USER Exactly. Well said! #MAGA,NOT,,
2162,29478,&amp; this is why she is the GOAT URL,NOT,,
2632,76745,@USER @USER I could care less about  his viewpoints as he is NOT a hero of mine and I prefer a more scholar-like man in  conservatism such as X.Not everyone has to take his stance as  heroic and may look to other leaders to define what a hero is. You don’t get to think for other people,NOT,,
11654,90628,@USER But she’s OK with killing babies,OFF,TIN,IND
11044,29573,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all Patriots 🇺🇸 #MAGA 🇺🇸 Thank you in advance for your follow back. 🇺🇸#MAGA 🇺🇸 #VoteRED,NOT,,
9981,65270,@USER I hope that ENTIRE police department gets shut the f*ck down!Obviously you all feel like you're above the law.Obviously you are incapable of holding your OWN accountable for breaking the law.Obviously you undermine everything a police officer&amp;dept are SUPPOSED to be/do. Shameful!,OFF,TIN,OTH
68,84664,@USER And this from the clown that should be in prison?,OFF,TIN,IND
8454,97094,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Trump beat Obama in results. That's where the true difference lies.,NOT,,
1943,87623,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Semper fi Marines and Follow ALL MAGA,NOT,,
1902,24276,@USER He is truly dumb as shit.,OFF,TIN,IND
12716,95345,@USER How paranoid has one person to be to think that fucking yale is a kind of antifa HQ,OFF,TIN,IND
1957,88599,@USER Me estoy fucking alterando,OFF,TIN,IND
1550,94541,@USER also shitbiscuit stole most of the Tempe girls u can't blame that on me..,OFF,TIN,IND
3865,67640,@USER Sir. The Governor House Lahore will be used as a museum and a art gallery. You are the minister for Information and Culture. Please take some measures to protect the place from filth and damage caused by our ignorant public. URL,NOT,,
7427,63168,@USER Brett Kavanaugh was supposed to be a selling point for GOP candidates in the midterm elections. But now he could become a liability...CBS enough of all your BS lies. Go away with your other liberals CNN. MSM. WE ARE NOT LISTENING TO YOUR IGNORANT BS Stories!!! 😡😡😡😡,OFF,TIN,GRP
13195,37397,@USER nah it's coz you're a cunt. blocked,OFF,TIN,IND
4849,73769,@USER It’s not a right mind. If it were they wouldn’t be conservatives.,OFF,TIN,IND
8019,92723,"@USER @USER THERE ARE MORE JOBS AVAILABLE THAN PEOPLE TO FILL THEM"". Said by you, NEVER. #YouFailed #Trump2020 #MAGA #MakeAmericanGreatAgain #OpportunityKnocks""",NOT,,
6752,60490,@USER @USER @USER @USER @USER Like unemployed LibLeft Antifa SJW parent basement dwellers...,NOT,,
7796,86258,Just in case anyone missed it!!!🙂🙂😀😀😄😄😂😂🇺🇸🇺🇸🇺🇸🇺🇸 #MAGA  #Trump2020 URL,NOT,,
5295,76356,@USER She is absolutely gorgeous!,NOT,,
829,63063,@USER Well duh. That’s who he is. He defends other abusers so they’ll defend him.,NOT,,
8854,72259,@USER And he was right,NOT,,
7342,70535,@USER Just because his best stats season was at 34 doesn’t mean he’s the greatest pl midfielder 🤣 fuck off,OFF,TIN,IND
6331,80731,@USER Not saying much to claim you are smarter than @USER,NOT,,
8623,30562,@USER @USER @USER @USER @USER @USER @USER @USER @USER The feeling is mutual sunshine!! You are probably #Antifa,NOT,,
4596,13020,@USER @USER @USER Not by the tea leaves you use by simple logic. You know that thing that comes from common sense.  Right no you don't know.  Winning Deplorables MAGA God Bless you.,NOT,,
11936,97822,@USER OMG!  Did you see that “almost” victim had a chance to shoot the “incompetent” criminal with a gun.  We need better gun control laws.,NOT,,
11223,82720,@USER Lowest unemployment rate ever recorded for Hispanic Asian &amp; African Americans more jobs  highest wage growth since the 1950s highest American employment ever in America history Lower taxes more educational opportunities. wecall that #winning #MAGA  #QAnon  URL URL,NOT,,
